"";"Revenue";"Other Revenue, Total";"Total Revenue";"Cost of Revenue, Total";"Gross Profit";"Selling/General/Admin. Expenses, Total";"Research & Development";"Depreciation/Amortization";"Interest Expense(Income) - Net Operating";"Unusual Expense (Income)";"Other Operating Expenses, Total";"Total Operating Expense";"Operating Income";"Interest Income(Expense), Net Non-Operating";"Gain (Loss) on Sale of Assets";"Other, Net";"Income Before Tax";"Income After Tax";"Minority Interest";"Equity In Affiliates";"Net Income Before Extra. Items";"Accounting Change";"Discontinued Operations";"Extraordinary Item";"Net Income";"Preferred Dividends";"Income Available to Common Excl. Extra Items";"Income Available to Common Incl. Extra Items";"Basic Weighted Average Shares";"Basic EPS Excluding Extraordinary Items";"Basic EPS Including Extraordinary Items";"Dilution Adjustment";"Diluted Weighted Average Shares";"Diluted EPS Excluding Extraordinary Items";"Diluted EPS Including Extraordinary Items";"Dividends per Share - Common Stock Primary Issue";"Gross Dividends - Common Stock";"Net Income after Stock Based Comp. Expense";"Basic EPS after Stock Based Comp. Expense";"Diluted EPS after Stock Based Comp. Expense";"Depreciation, Supplemental";"Total Special Items";"Normalized Income Before Taxes";"Effect of Special Items on Income Taxes";"Income Taxes Ex. Impact of Special Items";"Normalized Income After Taxes";"Normalized Income Avail to Common";"Basic Normalized EPS";"Diluted Normalized EPS";"EndPeriod";"StartPeriod";"Company";"YearAvgPrice";"YearAvgPrice1QAfterStartPeriod";"YearAvgPrice2QAfterStartPeriod";"YearAvgPrice3QAfterStartPeriod";"YearAvgPrice4QAfterStartPeriod"
"2013-12-311163";17,07;NA;17,07;9,42;7,65;1,93;NA;NA;NA;0;NA;11,35;5,72;NA;NA;NA;7,67;7,67;NA;NA;7,67;NA;NA;NA;7,67;NA;7,67;7,67;NA;NA;NA;0;9,62;0,8;NA;1,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8;2013-12-31;2013-01-01;"OFS";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311116";13,43;NA;13,43;8,44;4,99;0,9;NA;NA;NA;0;NA;9,34;4,09;NA;NA;NA;5,99;5,99;NA;NA;5,99;NA;NA;NA;6,22;NA;5,99;6,22;NA;NA;NA;0;9,62;0,62;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,62;2012-12-31;NA;"OFS";NA;NA;NA;NA;NA
"2015-12-311176";22,05;NA;22,05;7,48;14,57;4,53;NA;NA;NA;NA;NA;12,01;10,04;NA;NA;NA;-31,15;-31,22;NA;NA;-31,22;NA;NA;NA;-31,22;NA;-31,22;-31,22;NA;NA;NA;NA;20,32;-1,54;NA;0,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,54;2015-12-31;2015-01-01;"OHAI";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311176";22,12;NA;22,12;6,68;15,44;12,13;NA;NA;NA;NA;NA;18,81;3,31;NA;NA;NA;-22,12;-22,23;NA;NA;-22,23;NA;NA;NA;-22,23;NA;-22,23;-22,23;NA;NA;NA;0;20,53;-1,08;NA;0,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,08;2014-12-31;2014-01-01;"OHAI";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311164";27,91;NA;27,91;9,18;18,73;6,06;NA;NA;NA;NA;NA;15,24;12,67;NA;NA;NA;4,01;3,87;NA;NA;3,87;NA;NA;NA;3,87;NA;3,87;3,87;NA;NA;NA;0;20,7;0,19;NA;0,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,19;2013-12-31;2013-01-01;"OHAI";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311117";23,37;0;23,37;6,6;16,77;4,96;NA;NA;NA;NA;NA;11,56;11,81;NA;NA;NA;17,4;17,35;NA;NA;17,35;NA;NA;NA;17,35;NA;17,35;17,35;NA;NA;NA;NA;21,43;0,81;NA;0,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,81;2012-12-31;NA;"OHAI";NA;NA;NA;NA;NA
"2015-12-311177";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,38;8,57;NA;NA;8,57;NA;NA;NA;8,57;NA;8,57;8,57;NA;NA;NA;NA;4,12;2,08;NA;0,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,08;2015-12-31;2015-01-01;"OVBC";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311177";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,19;8,07;NA;NA;8,07;NA;NA;NA;8,07;NA;8,07;8,07;NA;NA;NA;NA;4,1;1,97;NA;0,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,97;2014-12-31;2014-01-01;"OVBC";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311165";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,05;8,11;NA;NA;8,11;NA;NA;NA;8,11;NA;8,11;8,11;NA;NA;NA;NA;4,06;2;NA;0,73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2013-12-31;2013-01-01;"OVBC";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311118";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,81;7,05;NA;NA;7,05;NA;NA;NA;7,05;NA;7,05;7,05;NA;NA;NA;NA;4,03;1,75;NA;1,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,78;2012-12-31;NA;"OVBC";NA;NA;NA;NA;NA
"2013-09-3068";0;NA;0;0;0;2,01;2,61;NA;NA;0;NA;4,62;-4,62;NA;0;0,09;-5,65;-5,65;NA;NA;-5,65;NA;NA;NA;-5,65;NA;-5,65;-5,65;NA;NA;NA;0;18,71;-0,3;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3;2013-09-30;2012-10-01;"OHRP";2,94584;3,31365079365079;3,69071146245059;3,80575396825397;3,76379446640316
"2012-09-3069";0;NA;0;0;0;1,66;1,63;NA;NA;-0,02;NA;3,27;-3,27;NA;0;0;-1,45;-1,45;NA;NA;-1,45;NA;NA;NA;-1,45;NA;-1,45;-1,45;NA;NA;NA;0;14,24;-0,1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,1;2012-09-30;2011-10-01;"OHRP";7,84106060606061;6,44092369477912;4,24141129032258;3,0408;2,94584
"2011-09-304";0;NA;0;0;0;0,72;0,52;NA;NA;-0,05;NA;1,19;-1,19;NA;0,07;0;-5,1;-5,1;NA;NA;-5,1;NA;NA;NA;-5,1;NA;-5,1;-5,1;NA;NA;NA;0;12,89;-0,4;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,41;2011-09-30;2010-10-01;"OHRP";NA;9,415;11,5597222222222;9,85096296296296;7,84106060606061
"2010-09-30";0;NA;0;0;0;0,71;0,3;NA;NA;-0,02;NA;1;-1;NA;0;0,03;0,49;0,49;NA;NA;0,49;NA;NA;NA;0,49;NA;0,49;0,49;NA;NA;NA;0;10,94;0,05;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,04;2010-09-30;NA;"OHRP";NA;NA;NA;NA;NA
"2015-12-311178";2972,44;NA;2972,44;353,89;2618,55;1733;NA;165,34;NA;NA;221,97;2474,2;498,24;NA;NA;-3,22;490,02;304,69;NA;NA;304,69;NA;NA;NA;304,69;NA;304,69;304,69;NA;NA;NA;NA;85,38;3,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,57;2015-12-31;2015-01-01;"ODFL";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311178";2787,9;NA;2787,9;432,68;2355,22;1536,77;NA;146,47;NA;NA;230,68;2346,59;441,31;NA;NA;-2,29;432,51;267,51;NA;NA;267,51;NA;NA;NA;267,51;NA;267,51;267,51;NA;NA;NA;NA;86,16;3,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,1;2014-12-31;2014-01-01;"ODFL";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311166";2337,65;NA;2337,65;385,2;1952,45;1306,51;NA;127,07;NA;NA;180,43;1999,21;338,44;NA;NA;-0,28;328,69;206,11;NA;NA;206,11;NA;NA;NA;206,11;NA;206,11;206,11;NA;NA;NA;NA;86,16;2,39;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,39;2013-12-31;2013-12-31;"ODFL";3,8;4,38;3,23;2,69;3,42446640316206
"2013-12-302";2337,65;NA;2337,65;385,2;1952,45;1306,51;NA;127,07;NA;NA;180,43;1999,21;338,44;NA;NA;-0,28;328,69;206,11;NA;NA;206,11;NA;NA;NA;206,11;NA;206,11;206,11;NA;NA;NA;NA;86,16;2,39;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,39;2013-12-30;NA;"ODFL";NA;NA;NA;NA;NA
"2015-12-311179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,85;10,46;0;NA;10,47;NA;NA;NA;10,47;NA;10,47;10,47;NA;NA;NA;NA;10,78;0,97;NA;0,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,06;2015-12-31;2015-01-01;"OLBK";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,79;7,09;0,04;NA;7,13;NA;NA;NA;7,13;NA;7,13;7,13;NA;NA;NA;NA;10,94;0,65;NA;0,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,61;2014-12-31;2014-01-01;"OLBK";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311167";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,35;7,75;0,09;NA;7,84;NA;NA;NA;7,84;NA;7,84;7,84;NA;NA;NA;NA;9,15;0,86;NA;0,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,12;2013-12-31;2013-01-01;"OLBK";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311119";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,19;7,47;0,07;NA;7,53;NA;NA;NA;7,53;NA;7,53;7,53;NA;NA;NA;NA;6,89;1,09;NA;0,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,13;2012-12-31;NA;"OLBK";NA;NA;NA;NA;NA
"2015-12-311180";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;162,89;116,72;NA;NA;116,72;NA;NA;NA;116,72;NA;116,72;116,72;NA;NA;NA;NA;116,25;1;NA;0,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,91;2015-12-31;2015-01-01;"ONB";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311180";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;141,96;103,67;NA;NA;103,67;NA;NA;NA;103,67;NA;103,67;103,67;NA;NA;NA;NA;108,36;0,96;NA;0,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,96;2014-12-31;2014-01-01;"ONB";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311168";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;142,52;100,92;NA;NA;100,92;NA;NA;NA;100,92;NA;100,92;100,92;NA;NA;NA;0,28;101,2;1;NA;0,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,99;2013-12-31;2013-01-01;"ONB";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;127,78;91,67;NA;NA;91,67;NA;NA;NA;91,67;NA;91,67;91,67;NA;NA;NA;0,32;96,83;0,95;NA;0,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,96;2012-12-31;NA;"ONB";NA;NA;NA;NA;NA
"2015-12-311181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,69;3,63;NA;NA;3,63;NA;NA;NA;3,63;NA;3,63;3,63;NA;NA;NA;NA;4,96;0,73;NA;0,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,73;2015-12-31;2015-01-01;"OPOF";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,31;4,12;NA;NA;4,12;NA;NA;NA;4,12;NA;4,12;4,12;NA;NA;NA;NA;4,96;0,83;NA;0,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,83;2014-12-31;2014-01-01;"OPOF";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311169";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,51;3,16;NA;NA;3,16;NA;NA;NA;3,16;NA;3,16;3,16;NA;NA;NA;NA;4,96;0,64;NA;0,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,64;2013-12-31;2013-01-01;"OPOF";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,18;4,19;NA;NA;4,19;NA;NA;NA;4,19;NA;4,19;4,19;NA;NA;NA;NA;4,96;0,84;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,84;2012-12-31;NA;"OPOF";NA;NA;NA;NA;NA
"2015-12-311182";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,36;15,38;NA;NA;15,38;NA;NA;NA;15,38;NA;13,51;13,51;NA;NA;NA;0;29,73;0,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,48;2015-12-31;2015-01-01;"OSBC";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311182";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,9;10,14;NA;NA;10,14;NA;NA;NA;10,14;NA;11,86;11,86;NA;NA;NA;NA;25,55;0,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,46;2014-12-31;2014-01-01;"OSBC";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311170";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,84;82,08;NA;NA;82,08;NA;NA;NA;82,08;NA;76,83;76,83;NA;NA;NA;NA;14,11;5,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,45;2013-12-31;2013-01-01;"OSBC";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311122";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,07;-0,07;NA;NA;-0,07;NA;NA;NA;-0,07;NA;-5,06;-5,06;NA;NA;NA;0;14,07;-0,36;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,36;2012-12-31;NA;"OSBC";NA;NA;NA;NA;NA
"2016-01-3014";762,37;NA;762,37;459,51;302,86;216,12;NA;7,17;NA;6,71;NA;689,51;72,86;NA;NA;NA;57,45;35,84;NA;NA;35,84;NA;NA;NA;35,84;NA;35,84;35,84;NA;NA;NA;NA;55,8;0,64;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,72;2016-01-30;2015-02-01;"OLLI";2,59549800796813;2,51717131474104;2,43409482758621;2,42047619047619;2,36345794392523
"2015-01-3128";637,98;NA;637,98;384,46;253,51;183,74;NA;6,99;NA;NA;NA;575,19;62,78;NA;NA;NA;43,68;26,91;NA;NA;26,91;NA;NA;NA;26,91;NA;26,91;26,91;NA;NA;NA;0;57,12;0,47;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,52;2015-01-31;2014-02-02;"OLLI";3,32669322709163;2,78434262948207;2,69027888446215;2,61561752988048;2,59549800796813
"2014-02-0113";540,72;NA;540,72;323,91;216,81;158,64;NA;8,01;NA;NA;NA;490,56;50,16;NA;NA;NA;30,82;19,54;NA;NA;19,54;NA;NA;NA;19,54;NA;19,54;19,54;NA;NA;NA;0;57,12;0,34;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;2014-02-01;2013-02-03;"OLLI";3,4293625498008;3,77470119521912;3,78697211155378;3,65338645418327;3,32669322709163
"2013-02-0213";499,78;NA;499,78;301,19;198,59;157,86;NA;7,27;NA;NA;NA;466,31;33,46;NA;NA;NA;23,21;12,62;NA;NA;12,62;NA;NA;NA;12,62;NA;12,62;12,62;NA;NA;NA;0;57,12;0,22;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,22;2013-02-02;NA;"OLLI";NA;NA;NA;NA;NA
"2015-12-311183";1175,54;NA;1175,54;1027,62;147,92;131,71;NA;19,04;NA;24,95;NA;1203,32;-27,78;NA;NA;-0,12;-33,59;-26,78;NA;NA;-26,78;NA;NA;NA;-26,78;NA;-26,78;-26,78;NA;NA;NA;NA;11,19;-2,39;NA;0,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,94;2015-12-31;2015-01-01;"ZEUS";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311183";1436,27;NA;1436,27;1252,48;183,79;148,38;NA;20,78;NA;23,84;NA;1445,48;-9,21;NA;NA;-0,13;-16,11;-19,06;NA;NA;-19,06;NA;NA;NA;-19,06;NA;-19,06;-19,06;NA;NA;NA;NA;11,12;-1,71;NA;0,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,32;2014-12-31;2014-01-01;"ZEUS";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311171";1263,33;NA;1263,33;1083,54;179,79;137,9;NA;22,24;NA;0;NA;1243,68;19,66;NA;NA;-0,03;12,92;7,65;NA;NA;7,65;NA;NA;NA;7,65;NA;7,65;7,65;NA;NA;NA;0;11,07;0,69;NA;0,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,69;2013-12-31;2013-01-01;"ZEUS";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311123";1383,7;NA;1383,7;1198,24;185,46;139,57;NA;20,86;NA;6,62;NA;1365,29;18,41;NA;NA;0,08;10,14;2,28;NA;NA;2,28;NA;NA;NA;2,28;NA;2,28;2,28;NA;NA;NA;0;10,99;0,21;NA;0,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6;2012-12-31;NA;"ZEUS";NA;NA;NA;NA;NA
"2015-12-311184";93,28;NA;93,28;36,13;57,15;30,96;2,68;NA;NA;NA;NA;69,78;23,5;NA;NA;-0,01;23,56;15,96;-0,17;NA;15,79;NA;NA;NA;15,79;NA;15,79;15,79;NA;NA;NA;NA;10,09;1,56;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,56;2015-12-31;2015-01-01;"OFLX";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311184";85,22;NA;85,22;35,19;50,03;26,46;2,92;NA;NA;NA;NA;64,57;20,64;NA;NA;-0,08;20,6;13,61;-0,14;NA;13,46;NA;NA;NA;13,46;NA;13,46;13,46;NA;NA;NA;NA;10,09;1,33;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,33;2014-12-31;2014-01-01;"OFLX";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311172";77,12;NA;77,12;35,23;41,89;24,09;2,76;NA;NA;NA;0;62,07;15,05;NA;NA;-0,07;14,98;10,09;-0,06;NA;10,04;NA;NA;NA;10,04;NA;10,04;10,04;NA;NA;NA;NA;10,09;0,99;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,99;2013-12-31;2013-01-01;"OFLX";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311124";64,02;NA;64,02;31,09;32,93;24,29;2,6;NA;NA;NA;-4,7;53,27;10,75;NA;NA;0,09;10,87;6,82;0,06;NA;6,88;NA;NA;NA;6,88;NA;6,88;6,88;NA;NA;NA;0;10,09;0,68;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,68;2012-12-31;NA;"OFLX";NA;NA;NA;NA;NA
"2015-12-311185";13,51;NA;13,51;1,04;12,47;35,33;48,38;NA;NA;1,31;NA;86,06;-72,55;NA;NA;1,03;-75,1;-75,1;NA;NA;-75,1;NA;NA;NA;-75,1;NA;-75,1;-75,1;NA;NA;NA;NA;37,56;-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,96;2015-12-31;2015-01-01;"OMER";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311185";0,54;NA;0,54;NA;NA;22,6;47,95;NA;NA;0;NA;70,55;-70,01;NA;NA;-0,21;-73,67;-73,67;NA;NA;-73,67;NA;NA;NA;-73,67;NA;-73,67;-73,67;NA;NA;NA;0;33,23;-2,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,22;2014-12-31;2014-01-01;"OMER";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311173";1,6;NA;1,6;NA;NA;15,82;36,3;NA;NA;-12,5;NA;39,62;-38,02;NA;NA;0,57;-39,8;-39,8;NA;NA;-39,8;NA;NA;NA;-39,8;NA;-39,8;-39,8;NA;NA;NA;0;28,56;-1,39;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,83;2013-12-31;2013-01-01;"OMER";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311125";6,02;NA;6,02;NA;NA;10,98;31,92;NA;NA;0;NA;42,91;-36,88;NA;NA;0,13;-38,44;-38,44;NA;NA;-38,44;NA;NA;NA;-38,44;NA;-38,44;-38,44;NA;NA;NA;0;24,16;-1,59;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,59;2012-12-31;NA;"OMER";NA;NA;NA;NA;NA
"2015-12-311186";484,56;NA;484,56;236,63;247,93;167,58;35,16;NA;NA;-3,44;NA;435,93;48,63;NA;NA;NA;46,24;30,76;NA;NA;30,76;NA;NA;NA;30,76;NA;30,76;30,76;NA;NA;NA;0;36,72;0,84;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,78;2015-12-31;2015-01-01;"OMCL";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311186";440,9;NA;440,9;207,04;233,86;156,47;27,8;NA;NA;NA;NA;391,32;49,58;NA;NA;NA;48,5;30,52;NA;NA;30,52;NA;NA;NA;30,52;NA;30,52;30,52;NA;NA;NA;NA;36,62;0,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,83;2014-12-31;2014-01-01;"OMCL";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311174";380,58;NA;380,58;177,19;203,4;139;29,11;NA;NA;NA;NA;345,29;35,3;NA;NA;NA;35,03;23,98;NA;NA;23,98;NA;NA;NA;23,98;NA;23,98;23,98;NA;NA;NA;NA;35,78;0,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,67;2013-12-31;2013-01-01;"OMCL";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311126";314,03;NA;314,03;143,44;170,59;119,74;23,73;NA;NA;0;NA;286,9;27,13;NA;NA;NA;27,07;16,18;NA;NA;16,18;NA;NA;NA;16,18;NA;16,18;16,18;NA;NA;NA;NA;34,21;0,47;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,47;2012-12-31;NA;"OMCL";NA;NA;NA;NA;NA
"2015-12-311187";3495,8;NA;3495,8;2302,6;1193,2;386,6;396,7;135,7;NA;13,5;NA;3235,1;260,7;NA;NA;11,8;219,8;209;-2,8;NA;206,2;NA;NA;NA;206,2;NA;206,2;206,2;NA;NA;NA;NA;427,8;0,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,51;2015-12-31;2015-01-01;"ON";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311187";3161,8;NA;3161,8;2076,9;1084,9;380,9;366,6;68,4;NA;40,1;NA;2932,9;228,9;NA;NA;-2,7;191,9;192,1;-2,4;NA;189,7;NA;NA;NA;189,7;NA;189,7;189,7;NA;NA;NA;0;443,5;0,43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,49;2014-12-31;2014-01-01;"ON";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311175";2782,7;NA;2782,7;1853,6;929,1;319,7;334,2;33,1;NA;57,3;NA;2576,9;205,8;NA;NA;4,1;170;153,6;-3,2;NA;150,4;NA;NA;NA;150,4;NA;150,4;150,4;NA;NA;NA;0;450,7;0,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,45;2013-12-31;2013-01-01;"ON";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311127";2894,9;NA;2894,9;1948,6;946,3;341,5;367,5;44,4;NA;221;NA;2923;-28,1;NA;NA;5;-76,9;-92,9;-4,3;NA;-97,2;NA;NA;NA;-97,2;NA;-97,2;-97,2;NA;NA;NA;NA;452,6;-0,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1;2012-12-31;NA;"ON";NA;NA;NA;NA;NA
"2015-12-311188";19,86;NA;19,86;9,72;10,14;11,97;3,65;0;NA;0,86;0,91;27,12;-7,25;NA;NA;NA;-7,87;-8;0,09;NA;-7,91;NA;NA;NA;-7,15;NA;-7,91;-7,15;NA;NA;NA;NA;40,87;-0,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,18;2015-12-31;2015-01-01;"OTIV";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
